farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
FARM09951,Central USA,Maize,13.09,5.03,28.16,95.94,69.04,5.52,,Organic,31.09,2024-03-24,2024-07-27,131.44,5543.01,SEN09951,2025-02-18 14:00:00,26.27,77.85,0.52,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM09952,Central USA,Maize,21.49,5.52,34.47,103.03,71.0,5.88,,Organic,31.48,2024-03-24,2024-07-27,134.03,5416.13,SEN09952,2025-02-18 15:00:00,26.36,78.01,0.57,Moderate,1,Medium,Poor,20,Lime+Organic,Early Morning,High,Good
FARM09953,Central USA,Cotton,12.99,5.62,17.94,188.41,93.82,6.54,Drip,Mixed,6.53,2024-01-08,2024-04-19,104.18,5548.71,SEN09953,2025-02-18 16:00:00,13.95,72.61,0.74,Mild,1,Low,Poor,30,Lime+Organic,Afternoon,High,Good
FARM09954,Central USA,Maize,15.62,7.03,26.77,153.93,36.93,4.26,Drip,Mixed,8.14,2024-02-11,2024-07-10,153.24,2326.67,SEN09954,2025-02-18 17:00:00,34.1,87.7,0.72,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09955,South USA,Wheat,30.71,6.57,22.92,238.05,83.94,9.35,Drip,Mixed,12.4,2024-01-24,2024-04-27,98.67,5240.76,SEN09955,2025-02-18 18:00:00,33.47,89.35,0.39,Mild,1,Low,Average,20,NPK,Evening,High,Average
FARM09956,South India,Maize,34.53,5.16,27.77,78.52,77.91,7.9,,Organic,47.05,2024-02-09,2024-05-21,87.66,5564.82,SEN09956,2025-02-18 19:00:00,13.93,78.82,0.55,Mild,0,Low,Average,20,Lime+Organic,Evening,High,Good
FARM09957,South USA,Cotton,35.89,6.65,26.66,236.32,81.51,6.54,Drip,Mixed,4.36,2024-03-11,2024-07-14,126.04,2295.11,SEN09957,2025-02-18 20:00:00,26.47,87.51,0.34,Moderate,1,Low,Average,10,NPK,Evening,High,Average
FARM09958,South India,Wheat,11.03,7.13,17.62,113.81,75.2,9.82,Sprinkler,Mixed,47.62,2024-02-02,2024-05-12,98.9,4783.49,SEN09958,2025-02-18 21:00:00,11.48,71.52,0.69,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM09959,North India,Rice,17.39,6.62,21.32,208.16,54.45,8.11,Sprinkler,Organic,7.06,2024-01-23,2024-04-22,84.97,2529.9,SEN09959,2025-02-18 22:00:00,22.71,85.49,0.73,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09960,South India,Maize,45.95,7.07,19.42,114.66,59.03,9.66,Drip,Mixed,7.72,2024-03-21,2024-08-04,138.3,4001.81,SEN09960,2025-02-18 23:00:00,32.04,88.85,0.73,,0,Low,Good,10,Organic Compost,Afternoon,High,Good
FARM09961,Central USA,Maize,37.39,6.84,18.36,241.27,56.56,7.82,,Mixed,18.81,2024-02-01,2024-05-17,107.95,4112.85,SEN09961,2025-02-19 00:00:00,19.38,84.86,0.47,Severe,1,Low,Average,10,Bio-Fertilizer,Afternoon,High,Average
FARM09962,South India,Soybean,24.56,6.87,30.55,130.34,80.9,9.47,,Mixed,44.54,2024-01-24,2024-05-17,116.23,3224.1,SEN09962,2025-02-19 01:00:00,27.52,87.32,0.88,,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM09963,South USA,Cotton,10.52,6.62,20.06,131.41,59.12,4.1,Manual,Mixed,40.47,2024-03-22,2024-07-19,121.34,2586.91,SEN09963,2025-02-19 02:00:00,27.83,77.77,0.56,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09964,Central USA,Wheat,19.81,6.57,25.4,228.18,43.53,3.83,Drip,Inorganic,29.09,2024-03-18,2024-07-13,119.91,4105.36,SEN09964,2025-02-19 03:00:00,15.86,79.24,0.44,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM09965,North India,Soybean,35.9,6.84,16.71,275.29,72.4,8.4,Drip,Inorganic,23.16,2024-03-02,2024-06-23,115.02,3131.87,SEN09965,2025-02-19 04:00:00,23.7,71.24,0.72,Mild,0,Low,Average,10,Organic Compost,Afternoon,High,Average
FARM09966,East Africa,Cotton,4.26,6.5,27.82,127.11,59.74,6.19,,Organic,44.77,2024-03-25,2024-08-12,139.35,2856.48,SEN09966,2025-02-19 05:00:00,33.47,70.39,0.58,,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09967,South USA,Rice,48.93,5.72,18.58,210.62,58.37,6.61,Drip,Organic,38.28,2024-03-21,2024-08-08,134.69,5038.33,SEN09967,2025-02-19 06:00:00,23.67,72.65,0.58,Mild,0,Low,Good,10,Lime+Organic,Afternoon,High,Good
FARM09968,South India,Maize,21.35,6.59,20.38,145.69,74.43,3.82,Manual,Organic,45.11,2024-03-17,2024-08-04,153.16,5921.54,SEN09968,2025-02-19 07:00:00,19.42,79.38,0.58,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM09969,North India,Cotton,25.04,6.19,20.0,69.75,50.14,6.71,,Mixed,42.5,2024-03-28,2024-07-02,101.34,5674.68,SEN09969,2025-02-19 08:00:00,15.65,87.97,0.76,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM09970,Central USA,Rice,17.92,5.25,26.01,240.11,50.21,7.52,Drip,Organic,16.29,2024-02-12,2024-06-05,118.8,5821.57,SEN09970,2025-02-19 09:00:00,33.11,87.17,0.63,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Good
FARM09971,South India,Cotton,26.77,6.2,27.08,278.74,73.85,8.01,Sprinkler,Mixed,19.73,2024-03-16,2024-07-17,125.55,3367.34,SEN09971,2025-02-19 10:00:00,14.6,88.38,0.43,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM09972,North India,Soybean,47.27,7.57,23.64,285.21,71.58,5.07,Manual,Inorganic,12.64,2024-01-24,2024-06-22,155.0,3517.72,SEN09972,2025-02-19 11:00:00,26.16,73.74,0.81,Moderate,0,Low,Good,10,Organic Compost,Evening,High,Good
FARM09973,Central USA,Maize,19.69,5.24,29.8,235.27,75.94,8.74,Drip,Mixed,23.75,2024-01-19,2024-04-21,93.4,4632.55,SEN09973,2025-02-19 12:00:00,30.39,82.46,0.47,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM09974,East Africa,Maize,22.79,7.05,33.28,226.62,64.48,8.21,,Inorganic,17.28,2024-01-20,2024-06-02,137.77,2147.1,SEN09974,2025-02-19 13:00:00,27.7,82.35,0.27,Moderate,1,Medium,Poor,20,NPK,Evening,High,Poor
FARM09975,South USA,Wheat,17.4,7.1,31.3,252.57,83.59,3.74,Drip,Mixed,27.04,2024-02-03,2024-06-05,112.68,4875.91,SEN09975,2025-02-19 14:00:00,29.98,80.09,0.9,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Good
FARM09976,North India,Wheat,40.56,6.63,33.83,101.5,54.29,5.09,,Mixed,45.7,2024-03-22,2024-07-20,126.28,3174.42,SEN09976,2025-02-19 15:00:00,31.26,78.42,0.83,Moderate,0,Medium,Average,10,Organic Compost,Evening,High,Good
FARM09977,East Africa,Soybean,19.94,7.56,33.12,283.03,77.8,5.47,Manual,Mixed,2.76,2024-02-21,2024-06-06,106.41,4768.53,SEN09977,2025-02-19 16:00:00,15.14,80.73,0.85,Moderate,1,Medium,Poor,30,Organic Compost,Evening,High,Good
FARM09978,East Africa,Maize,11.96,6.43,21.11,239.47,63.63,6.05,Sprinkler,Inorganic,49.39,2024-02-25,2024-06-17,110.71,5212.06,SEN09978,2025-02-19 17:00:00,13.02,83.31,0.59,,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09979,Central USA,Cotton,35.49,6.61,33.68,145.77,67.02,7.04,Drip,Mixed,14.04,2024-01-23,2024-04-26,95.74,2223.92,SEN09979,2025-02-19 18:00:00,19.58,85.89,0.42,Severe,1,Medium,Average,10,Bio-Fertilizer,Evening,High,Average
FARM09980,North India,Cotton,23.17,6.32,30.03,241.31,49.46,7.46,,Inorganic,36.01,2024-01-20,2024-06-09,143.38,3320.26,SEN09980,2025-02-19 19:00:00,25.37,83.82,0.71,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM09981,South USA,Soybean,22.99,7.37,27.31,155.33,86.36,7.43,,Inorganic,28.15,2024-03-25,2024-08-15,147.58,4679.54,SEN09981,2025-02-19 20:00:00,20.62,75.11,0.72,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM09982,Central USA,Maize,22.24,5.96,33.26,218.72,58.05,4.73,Sprinkler,Organic,25.16,2024-02-21,2024-07-04,138.13,4269.54,SEN09982,2025-02-19 21:00:00,31.36,85.52,0.49,,1,Medium,Poor,20,Lime+Organic,Evening,High,Average
FARM09983,Central USA,Rice,5.42,6.25,25.28,181.81,37.07,4.23,Drip,Inorganic,41.24,2024-03-20,2024-07-18,128.12,2848.26,SEN09983,2025-02-19 22:00:00,15.38,82.81,0.86,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM09984,South USA,Rice,24.82,6.62,26.42,184.03,78.1,8.19,,Inorganic,45.25,2024-02-28,2024-06-09,99.04,3479.26,SEN09984,2025-02-19 23:00:00,20.09,78.68,0.83,,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM09985,South USA,Wheat,20.54,7.25,20.97,119.11,60.19,6.72,,Inorganic,29.06,2024-02-24,2024-07-07,135.35,3622.81,SEN09985,2025-02-20 00:00:00,17.43,86.12,0.37,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM09986,South USA,Soybean,51.08,6.4,20.63,162.12,84.94,7.13,Manual,Inorganic,23.12,2024-01-19,2024-04-20,92.17,2505.17,SEN09986,2025-02-20 01:00:00,18.62,84.96,0.4,Moderate,0,Low,Good,5,NPK,Evening,High,Average
FARM09987,South India,Soybean,44.41,5.92,28.43,252.91,48.85,7.96,Manual,Mixed,27.66,2024-03-18,2024-06-27,92.65,4408.89,SEN09987,2025-02-20 02:00:00,25.95,82.86,0.62,Moderate,0,Low,Average,10,Lime+Organic,Evening,High,Good
FARM09988,Central USA,Maize,12.9,6.84,20.01,116.51,64.4,8.16,Drip,Organic,7.5,2024-03-15,2024-08-01,142.34,5451.5,SEN09988,2025-02-20 03:00:00,28.49,82.1,0.32,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM09989,South India,Maize,26.41,6.81,27.43,78.74,74.4,5.41,Sprinkler,Mixed,34.01,2024-03-26,2024-07-03,99.02,2578.62,SEN09989,2025-02-20 04:00:00,11.14,76.56,0.31,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM09990,South USA,Cotton,20.22,6.59,31.78,168.59,56.92,4.28,Manual,Inorganic,4.0,2024-03-05,2024-06-11,102.29,2075.47,SEN09990,2025-02-20 05:00:00,10.53,84.45,0.54,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM09991,Central USA,Rice,11.21,5.69,22.87,171.41,79.9,6.84,Sprinkler,Organic,47.81,2024-02-18,2024-07-04,141.76,4243.25,SEN09991,2025-02-20 06:00:00,21.72,85.99,0.33,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM09992,Central USA,Wheat,15.93,6.54,24.45,227.58,50.24,3.25,Drip,Inorganic,30.29,2024-03-18,2024-07-13,114.99,4018.87,SEN09992,2025-02-20 07:00:00,15.67,79.24,0.41,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM09993,Central USA,Cotton,48.7,7.16,26.76,213.57,85.33,10.35,,Organic,15.24,2024-01-10,2024-04-14,105.02,2375.42,SEN09993,2025-02-20 08:00:00,29.05,89.09,0.75,,0,Low,Good,10,Organic Compost,Evening,High,Average
FARM09994,Central USA,Wheat,8.52,6.8,23.13,203.93,53.42,7.62,Manual,Inorganic,3.52,2024-02-20,2024-06-16,111.39,3022.02,SEN09994,2025-02-20 09:00:00,33.85,71.46,0.65,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM09995,South USA,Maize,5.5,6.25,18.03,175.99,88.0,5.37,,Organic,9.55,2024-03-09,2024-06-21,96.52,3976.07,SEN09995,2025-02-20 10:00:00,17.41,78.52,0.42,Moderate,1,Low,Poor,30,NPK,Afternoon,High,Average
FARM09996,South USA,Rice,19.4,5.94,18.76,103.98,89.71,9.74,Manual,Organic,41.48,2024-01-03,2024-05-15,129.21,5918.08,SEN09996,2025-02-20 11:00:00,24.95,85.2,0.58,,1,Low,Poor,30,Lime+Organic,Afternoon,High,Good
FARM09997,Central USA,Soybean,42.2,6.41,17.69,281.98,76.8,9.17,Drip,Organic,42.33,2024-01-25,2024-06-04,128.71,2655.91,SEN09997,2025-02-20 12:00:00,19.3,84.38,0.73,Severe,1,Low,Average,10,Bio-Fertilizer,Afternoon,High,Average
FARM09998,East Africa,Maize,37.21,5.74,29.26,192.1,55.54,4.94,,Organic,35.69,2024-03-23,2024-07-16,113.04,2276.78,SEN09998,2025-02-20 13:00:00,32.1,83.77,0.29,Severe,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM09999,East Africa,Soybean,30.72,7.14,24.21,250.85,79.71,5.16,Manual,Organic,7.52,2024-01-15,2024-05-24,133.76,5220.94,SEN09999,2025-02-20 14:00:00,30.19,90.03,0.49,Moderate,1,Low,Average,20,NPK,Evening,High,Good
FARM10000,East Africa,Rice,50.11,6.53,27.27,85.52,79.56,3.32,Sprinkler,Organic,35.56,2024-02-10,2024-06-08,116.85,4527.74,SEN10000,2025-02-20 15:00:00,25.65,88.54,0.49,Severe,0,Low,Good,5,Bio-Fertilizer,Evening,High,Good
FARM10001,South USA,Rice,46.96,6.64,25.31,179.39,39.67,5.91,Sprinkler,Organic,21.95,2024-01-10,2024-04-10,93.69,3194.89,SEN10001,2025-02-20 16:00:00,11.58,73.42,0.53,,0,Low,Good,10,Organic Compost,Evening,High,Average
FARM10002,North India,Cotton,16.39,5.94,27.65,196.39,71.99,4.2,Drip,Inorganic,18.14,2024-01-24,2024-05-06,95.61,4464.89,SEN10002,2025-02-20 17:00:00,21.02,84.29,0.57,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM10003,North India,Wheat,25.66,5.95,22.27,290.74,51.99,4.8,Manual,Organic,28.68,2024-03-07,2024-07-21,138.17,2291.64,SEN10003,2025-02-20 18:00:00,29.79,73.27,0.74,,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM10004,Central USA,Rice,25.86,6.88,27.6,296.81,46.25,7.94,Sprinkler,Mixed,20.1,2024-01-13,2024-06-10,145.51,3977.9,SEN10004,2025-02-20 19:00:00,33.63,88.7,0.35,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM10005,East Africa,Wheat,43.44,6.44,27.51,156.07,50.05,9.13,,Mixed,29.33,2024-03-10,2024-06-23,106.45,2857.97,SEN10005,2025-02-20 20:00:00,27.93,85.95,0.37,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Average
FARM10006,South USA,Cotton,31.71,6.92,26.16,208.13,86.36,8.46,Drip,Mixed,4.28,2024-03-11,2024-07-14,123.15,2136.49,SEN10006,2025-02-20 21:00:00,26.24,88.14,0.45,Moderate,1,Low,Average,20,NPK,Evening,High,Average
FARM10007,East Africa,Soybean,31.2,5.69,25.49,127.48,78.03,6.75,Drip,Organic,42.99,2024-01-13,2024-06-08,145.14,2847.59,SEN10007,2025-02-20 22:00:00,24.29,71.37,0.59,Mild,1,Low,Average,20,Lime+Organic,Evening,High,Average
FARM10008,North India,Maize,29.47,6.29,23.12,292.05,49.82,5.37,,Inorganic,45.8,2024-03-09,2024-07-28,141.61,2427.01,SEN10008,2025-02-20 23:00:00,12.23,82.27,0.81,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM10009,East Africa,Cotton,9.9,6.56,19.91,276.79,87.6,8.83,Sprinkler,Mixed,12.38,2024-01-08,2024-04-09,95.2,2735.43,SEN10009,2025-02-21 00:00:00,31.44,74.09,0.4,Mild,1,Low,Poor,30,NPK,Afternoon,High,Average
FARM10010,Central USA,Cotton,6.25,6.76,21.44,128.07,79.6,7.94,Manual,Mixed,21.34,2024-02-11,2024-06-05,124.6,4494.92,SEN10010,2025-02-21 01:00:00,13.59,78.57,0.92,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM10011,South India,Maize,16.86,5.91,24.67,283.93,59.89,10.96,Sprinkler,Mixed,38.38,2024-02-12,2024-07-08,149.51,3084.75,SEN10011,2025-02-21 02:00:00,17.05,71.04,0.51,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM10012,Central USA,Cotton,21.37,7.12,29.84,118.79,61.32,7.12,,Inorganic,24.09,2024-03-08,2024-07-30,147.84,5924.91,SEN10012,2025-02-21 03:00:00,28.95,72.55,0.44,Mild,1,Low,Poor,20,NPK,Evening,High,Good
FARM10013,South India,Maize,20.57,5.59,23.4,284.34,75.42,9.77,Sprinkler,Mixed,39.34,2024-02-12,2024-07-08,150.78,3173.63,SEN10013,2025-02-21 04:00:00,16.87,71.26,0.47,Severe,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM10014,North India,Cotton,49.0,7.75,27.74,287.2,77.81,7.7,Drip,Mixed,9.29,2024-01-06,2024-05-15,124.6,2461.24,SEN10014,2025-02-21 05:00:00,33.07,72.85,0.41,Severe,0,Low,Good,10,Bio-Fertilizer,Evening,High,Average
FARM10015,North India,Wheat,17.27,7.13,17.67,195.73,56.68,10.23,Sprinkler,Mixed,30.09,2024-01-27,2024-06-02,128.14,4980.4,SEN10015,2025-02-21 06:00:00,27.8,89.01,0.39,,1,Low,Poor,30,NPK,Afternoon,High,Average
FARM10016,North India,Soybean,39.19,6.76,16.49,287.58,76.47,10.98,Drip,Inorganic,20.41,2024-03-02,2024-06-23,110.12,3340.17,SEN10016,2025-02-21 07:00:00,23.93,71.31,0.78,Mild,0,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM10017,East Africa,Rice,10.58,5.33,32.13,288.84,38.06,7.05,,Mixed,41.82,2024-01-11,2024-06-08,160.22,2904.64,SEN10017,2025-02-21 08:00:00,15.86,86.14,0.71,Severe,1,Medium,Poor,30,Lime+Organic,Evening,High,Average
FARM10018,North India,Cotton,31.65,7.16,21.07,52.85,43.38,8.76,Manual,Mixed,13.21,2024-02-05,2024-05-24,112.21,4846.18,SEN10018,2025-02-21 09:00:00,28.89,81.3,0.56,Severe,1,Low,Average,20,Bio-Fertilizer,Evening,High,Good
FARM10019,East Africa,Maize,40.71,6.03,27.95,256.38,87.7,9.47,Manual,Mixed,23.1,2024-01-22,2024-05-11,103.84,3206.65,SEN10019,2025-02-21 10:00:00,33.97,76.26,0.84,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM10020,South India,Cotton,31.33,5.33,23.43,246.07,42.22,7.77,Drip,Inorganic,21.27,2024-03-17,2024-06-23,94.87,5886.6,SEN10020,2025-02-21 11:00:00,22.68,70.91,0.89,Severe,0,Low,Average,20,Lime+Organic,Evening,High,Good
FARM10021,East Africa,Soybean,23.4,7.26,29.33,286.65,71.66,5.79,Manual,Mixed,10.36,2024-02-21,2024-06-06,101.53,5038.5,SEN10021,2025-02-21 12:00:00,14.97,80.99,0.85,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM10022,South India,Soybean,16.28,5.93,24.86,206.84,57.46,6.95,,Inorganic,7.17,2024-03-16,2024-08-01,139.53,5398.92,SEN10022,2025-02-21 13:00:00,19.25,78.23,0.69,Mild,1,Low,Poor,30,Lime+Organic,Evening,High,Good
FARM10023,East Africa,Maize,31.59,7.13,21.0,63.33,42.0,3.34,,Organic,27.2,2024-03-15,2024-07-05,111.56,2975.04,SEN10023,2025-02-21 14:00:00,16.19,70.89,0.69,,0,Low,Average,20,Organic Compost,Evening,High,Average
FARM10024,South India,Maize,15.49,6.7,17.25,224.49,43.4,6.65,Sprinkler,Inorganic,8.83,2024-03-26,2024-07-01,97.15,2953.04,SEN10024,2025-02-21 15:00:00,10.7,74.59,0.57,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM10025,East Africa,Cotton,16.16,6.77,27.53,228.52,75.42,5.31,Sprinkler,Inorganic,42.65,2024-01-08,2024-04-18,98.4,4187.66,SEN10025,2025-02-21 16:00:00,9.77,79.21,0.7,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM10026,South India,Wheat,29.11,6.55,21.19,208.88,63.21,6.66,Drip,Organic,29.78,2024-03-16,2024-06-20,94.57,4599.21,SEN10026,2025-02-21 17:00:00,10.28,81.15,0.78,Severe,0,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM10027,Central USA,Rice,29.6,6.26,27.44,240.28,57.86,8.53,Sprinkler,Organic,49.74,2024-03-21,2024-07-29,134.98,2561.47,SEN10027,2025-02-21 18:00:00,13.52,70.84,0.88,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM10028,South USA,Maize,37.19,6.69,23.73,56.58,95.19,9.74,,Inorganic,42.64,2024-02-23,2024-06-19,119.79,5600.03,SEN10028,2025-02-21 19:00:00,12.85,73.14,0.47,,0,Low,Average,10,NPK,Evening,High,Good
FARM10029,South India,Cotton,23.41,6.74,17.75,178.92,51.52,9.15,Manual,Organic,45.1,2024-03-10,2024-07-31,138.64,3080.23,SEN10029,2025-02-21 20:00:00,17.63,71.05,0.29,,1,Low,Poor,20,NPK,Afternoon,High,Average
FARM10030,East Africa,Soybean,15.55,5.22,27.54,177.69,72.28,8.96,,Organic,41.21,2024-01-02,2024-05-07,126.43,5865.36,SEN10030,2025-02-21 21:00:00,14.79,78.77,0.58,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Good
FARM10031,South India,Cotton,11.69,6.9,26.93,220.81,81.82,7.99,,Inorganic,40.92,2024-03-09,2024-06-27,103.06,5116.68,SEN10031,2025-02-21 22:00:00,33.44,75.9,0.55,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM10032,Central USA,Rice,27.95,6.12,15.03,110.56,37.4,8.88,,Organic,3.6,2024-02-27,2024-06-03,99.53,6069.62,SEN10032,2025-02-21 23:00:00,27.32,79.62,0.46,,1,Low,Poor,20,NPK,Afternoon,High,Good
FARM10033,Central USA,Rice,31.21,5.64,35.21,48.39,74.34,10.04,Manual,Organic,24.47,2024-03-25,2024-07-18,114.42,5114.19,SEN10033,2025-02-22 00:00:00,23.2,76.57,0.35,,1,Medium,Average,20,Lime+Organic,Early Morning,High,Average
FARM10034,East Africa,Cotton,22.61,5.59,19.5,229.16,56.87,10.06,Sprinkler,Organic,30.07,2024-02-10,2024-07-01,139.1,3191.55,SEN10034,2025-02-22 01:00:00,21.38,85.56,0.58,Mild,1,Low,Poor,20,Lime+Organic,Afternoon,High,Average
FARM10035,North India,Wheat,38.24,6.49,27.76,271.54,74.7,7.71,Sprinkler,Organic,26.96,2024-02-17,2024-06-07,103.14,5140.71,SEN10035,2025-02-22 02:00:00,10.38,87.8,0.65,Moderate,1,Low,Average,10,Organic Compost,Evening,High,Good
FARM10036,South USA,Wheat,16.73,7.52,27.47,64.07,77.29,6.36,Drip,Organic,17.34,2024-01-03,2024-05-13,130.0,5558.37,SEN10036,2025-02-22 03:00:00,17.81,74.64,0.45,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM10037,Central USA,Cotton,31.14,7.58,20.4,132.14,50.25,4.79,Drip,Mixed,38.93,2024-01-12,2024-04-29,110.92,3688.0,SEN10037,2025-02-22 04:00:00,27.3,80.09,0.72,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Average
FARM10038,East Africa,Wheat,32.02,7.26,20.51,201.83,68.57,8.97,Manual,Mixed,0.0,2024-02-18,2024-07-06,137.04,1930.57,SEN10038,2025-02-22 05:00:00,22.74,78.96,0.76,Severe,1,Low,Average,20,Bio-Fertilizer,Evening,High,Average
FARM10039,South USA,Maize,12.64,5.85,16.07,169.89,83.84,6.07,,Organic,12.39,2024-03-09,2024-06-21,108.45,3830.29,SEN10039,2025-02-22 06:00:00,17.76,78.53,0.4,Moderate,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM10040,Central USA,Rice,41.45,6.18,30.49,220.72,72.06,8.23,Drip,Mixed,32.33,2024-03-07,2024-08-02,141.68,2116.31,SEN10040,2025-02-22 07:00:00,23.5,89.94,0.6,Mild,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM10041,South USA,Cotton,23.2,6.53,31.91,169.84,42.36,4.35,Manual,Inorganic,14.73,2024-03-05,2024-06-11,95.8,2300.07,SEN10041,2025-02-22 08:00:00,10.72,84.43,0.67,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM10042,East Africa,Maize,9.35,6.27,20.57,231.74,56.44,8.39,Sprinkler,Inorganic,45.24,2024-02-25,2024-06-17,112.44,5017.14,SEN10042,2025-02-22 09:00:00,13.17,82.84,0.56,,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM10043,East Africa,Maize,28.65,7.43,13.81,292.73,53.11,10.82,,Organic,14.99,2024-03-06,2024-07-23,142.79,2274.42,SEN10043,2025-02-22 10:00:00,25.74,73.73,0.67,,1,Low,Poor,20,Organic Compost,Afternoon,High,Average
FARM10044,South USA,Rice,38.75,5.69,15.91,135.01,65.1,6.63,,Organic,27.13,2024-02-02,2024-05-03,98.58,2826.49,SEN10044,2025-02-22 11:00:00,14.49,87.8,0.68,Moderate,0,Low,Average,10,Lime+Organic,Afternoon,High,Average
FARM10045,North India,Wheat,30.85,6.29,30.78,203.3,83.28,4.29,,Organic,50.19,2024-03-23,2024-06-27,101.24,5642.66,SEN10045,2025-02-22 12:00:00,31.41,80.71,0.46,Severe,1,Low,Average,20,Bio-Fertilizer,Evening,High,Good
FARM10046,South India,Wheat,37.61,5.92,27.11,62.28,73.92,6.55,,Organic,34.82,2024-03-06,2024-06-20,110.79,5801.52,SEN10046,2025-02-22 13:00:00,17.98,82.5,0.54,Mild,0,Low,Average,10,Lime+Organic,Evening,High,Good
FARM10047,South USA,Cotton,26.58,6.8,30.88,296.52,55.28,5.14,Drip,Inorganic,8.26,2024-01-13,2024-05-22,136.14,5225.32,SEN10047,2025-02-22 14:00:00,27.1,74.77,0.49,Moderate,1,Low,Poor,20,NPK,Evening,High,Good
FARM10048,North India,Wheat,33.63,7.4,20.54,263.65,61.97,9.72,,Inorganic,12.22,2024-03-19,2024-07-21,115.29,2853.32,SEN10048,2025-02-22 15:00:00,33.82,73.93,0.34,Mild,1,Low,Average,20,NPK,Evening,High,Average
FARM10049,North India,Cotton,0.0,7.13,24.81,237.45,58.99,6.15,,Organic,25.22,2024-01-09,2024-04-25,96.16,3733.14,SEN10049,2025-02-22 16:00:00,10.68,82.62,0.44,Moderate,1,Low,Poor,30,NPK,Evening,High,Average
FARM10050,Central USA,Cotton,19.81,6.44,17.3,188.54,45.02,6.14,Sprinkler,Inorganic,38.11,2024-03-07,2024-06-22,104.13,2355.8,SEN10050,2025-02-22 17:00:00,29.79,84.05,0.93,Severe,1,Low,Poor,30,Bio-Fertilizer,Afternoon,High,Average
FARM10051,South USA,Maize,9.6,5.95,20.25,283.27,75.26,3.7,,Mixed,23.65,2024-03-08,2024-06-16,102.79,2363.95,SEN10051,2025-02-22 18:00:00,16.21,80.97,0.74,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
